GC,title,lower,nospace,url,lat,lon,numfind,numpage
GC67ZEM,Back at the rink (Willie O'Ree),back at the rink (willie oree),back-at-the-rink-willie-oree,https://www.geocaching.com/geocache/GC67ZEM_back-at-the-rink-willie-oree,N 45° 58.735,W 066° 37.126,63,3
GC685QC,"Remember This Place, Marion?",remember this place marion,remember-this-place-marion,https://www.geocaching.com/geocache/GC685QC_remember-this-place-marion,,,1,1
GC68RE3,"""Q""..... In Honour of Pirates Everywhere","""q"" in honour of pirates everywhere",q-in-honour-of-pirates-everywhere,https://www.geocaching.com/geocache/GC68RE3_q-in-honour-of-pirates-everywhere,N 45° 57.378,W 066° 41.958,13,1
GC69BFP,Caching around the Northside # 5 (revived Fulton),caching around the northside  5 (revived fulton),caching-around-the-northside-5-revived-fulton,https://www.geocaching.com/geocache/GC69BFP_caching-around-the-northside-5-revived-fulton,N 45° 59.174,W 066° 38.889,42,2
GC6A1VZ,Caching around the Northside # 7 (revived),caching around the northside  7 (revived),caching-around-the-northside-7-revived,https://www.geocaching.com/geocache/GC6A1VZ_caching-around-the-northside-7-revived,N 45° 58.595,W 066° 38.789,43,2
GC6A1W2,Caching around the Northside # 8,caching around the northside  8,caching-around-the-northside-8,https://www.geocaching.com/geocache/GC6A1W2_caching-around-the-northside-8,N 45° 58.486,W 066° 38.037,18,1
GC6A1W3,Caching around the Northside # 9,caching around the northside  9,caching-around-the-northside-9,https://www.geocaching.com/geocache/GC6A1W3_caching-around-the-northside-9,N 45° 58.333,W 066° 38.075,52,3
GC6AEZP,OBSERVE...BEING OBSERVED...OBSERVATORY,observebeing observedobservatory,observebeing-observedobservatory,https://www.geocaching.com/geocache/GC6AEZP_observebeing-observedobservatory,N 45° 57.079,W 066° 41.783,17,1
GC6AY3F,Saturday afternoon practice,saturday afternoon practice,saturday-afternoon-practice,https://www.geocaching.com/geocache/GC6AY3F_saturday-afternoon-practice,N 45° 58.613,W 066° 37.036,26,2
GC6CN0Y,Stay Tooned!,stay tooned,stay-tooned,https://www.geocaching.com/geocache/GC6CN0Y_stay-tooned,N 45° 58.898,W 066° 34.308,25,1
GC6D9PD,Van der beck,van der beck,van-der-beck,https://www.geocaching.com/geocache/GC6D9PD_van-der-beck,N 45° 59.965,W 066° 39.210,20,1
GC6DT3B,#4 for Spring 2016,4 for spring 2016,4-for-spring-2016,https://www.geocaching.com/geocache/GC6DT3B_4-for-spring-2016,N 45° 59.492,W 066° 38.775,12,1
GC6DTC2,QUEEN - Great Rock Bands Series,queen  great rock bands series,queen-great-rock-bands-series,https://www.geocaching.com/geocache/GC6DTC2_queen-great-rock-bands-series,N 45° 52.508,W 066° 44.870,25,1
GC6DTCW,RUSH - Great Rock Bands Series,rush  great rock bands series,rush-great-rock-bands-series,https://www.geocaching.com/geocache/GC6DTCW_rush-great-rock-bands-series,N 45° 52.603,W 066° 44.771,30,2
GC6DTEQ,Scorpions - Great Rock Bands Series,scorpions  great rock bands series,scorpions-great-rock-bands-series,https://www.geocaching.com/geocache/GC6DTEQ_scorpions-great-rock-bands-series,N 45° 52.699,W 066° 44.682,30,2
GC6DTH7,U2 - Great Rock Bands Series,u2  great rock bands series,u2-great-rock-bands-series,https://www.geocaching.com/geocache/GC6DTH7_u2-great-rock-bands-series,N 45° 53.032,W 066° 44.759,34,2
GC6EGQX,Moti-Cashe,moticashe,moticashe,https://www.geocaching.com/geocache/GC6EGQX_moticashe,N 45° 56.883,W 066° 38.442,87,4
GC6FXYZ,Provincial Monument - March of NB 104th,provincial monument  march of nb 104th,provincial-monument-march-of-nb-104th,https://www.geocaching.com/geocache/GC6FXYZ_provincial-monument-march-of-nb-104th,N 45° 57.686,W 066° 38.345,149,6
GC6G27C,Turn over a New Leaf,turn over a new leaf,turn-over-a-new-leaf,https://www.geocaching.com/geocache/GC6G27C_turn-over-a-new-leaf,N 45° 36.100,W 065° 35.337,25,1
GC6GM7H,Flip a Coin,flip a coin,flip-a-coin,https://www.geocaching.com/geocache/GC6GM7H_flip-a-coin,N 45° 19.751,W 066° 12.025,25,1
GC6GM82,Ingleside Nano,ingleside nano,ingleside-nano,https://www.geocaching.com/geocache/GC6GM82_ingleside-nano,N 45° 19.663,W 066° 12.144,10,1
GC6GM8B,Brittain Road GRC,brittain road grc,brittain-road-grc,https://www.geocaching.com/geocache/GC6GM8B_brittain-road-grc,N 45° 23.901,W 066° 17.249,36,2
GC6K51N,around the curve,around the curve,around-the-curve,https://www.geocaching.com/geocache/GC6K51N_around-the-curve,N 45° 42.056,W 067° 02.973,23,1
GC6PD42,Flo's cache,flos cache,flos-cache,https://www.geocaching.com/geocache/GC6PD42_flos-cache,N 45° 49.677,W 066° 10.965,16,1
GC6QCJT,No Bluffing Series # 18,no bluffing series  18,no-bluffing-series-18,https://www.geocaching.com/geocache/GC6QCJT_no-bluffing-series-18,N 45° 42.451,W 065° 24.607,41,2
GC6TFFF,FF2016: Au Naturel!,ff2016 au naturel,ff2016-au-naturel,https://www.geocaching.com/geocache/GC6TFFF_ff2016-au-naturel,N 45° 57.264,W 066° 40.043,78,4
GC6V0P0,FF2016 - BARBIE'S NEW RIDE,ff2016  barbies new ride,ff2016-barbies-new-ride,https://www.geocaching.com/geocache/GC6V0P0_ff2016-barbies-new-ride,N 45° 54.004,W 066° 39.048,14,1
GC6WM6X,Peddling their wares,peddling their wares,peddling-their-wares,https://www.geocaching.com/geocache/GC6WM6X_peddling-their-wares,N 45° 59.468,W 066° 39.048,26,2
GC6XZ96,"Ringing in the new year, 4th annual",ringing in the new year 4th annual,ringing-in-the-new-year-4th-annual,https://www.geocaching.com/geocache/GC6XZ96_ringing-in-the-new-year-4th-annual,N 45° 53.560,W 066° 41.306,7,1
GC6YH1F,Happy Anniversary,happy anniversary,happy-anniversary,https://www.geocaching.com/geocache/GC6YH1F_happy-anniversary,N 45° 59.054,W 066° 40.179,42,2
GC6Z1AZ,The lamb,the lamb,the-lamb,https://www.geocaching.com/geocache/GC6Z1AZ_the-lamb,N 47° 05.678,W 066° 00.108,0,0
GC6ZD3Q,Crabber's Cache - Green Run Series 2 of 3,crabbers cache  green run series 2 of 3,crabbers-cache-green-run-series-2-of-3,https://www.geocaching.com/geocache/GC6ZD3Q_crabbers-cache-green-run-series-2-of-3,N 46° 07.181,W 067° 06.337,2,1
GC6ZD4G,Crabber's Cache - Black Diamond Series 1 of 3,crabbers cache  black diamond series 1 of 3,crabbers-cache-black-diamond-series-1-of-3,https://www.geocaching.com/geocache/GC6ZD4G_crabbers-cache-black-diamond-series-1-of-3,N 46° 07.265,W 067° 06.752,0,0
GC6ZD4P,Crabber's Cache - Back Diamond Series 2 of 3,crabbers cache  back diamond series 2 of 3,crabbers-cache-back-diamond-series-2-of-3,https://www.geocaching.com/geocache/GC6ZD4P_crabbers-cache-back-diamond-series-2-of-3,N 46° 07.413,W 067° 06.266,0,0
GC6ZEFK,Easter Eggs - travaganza,easter eggs  travaganza,easter-eggs-travaganza,https://www.geocaching.com/geocache/GC6ZEFK_easter-eggs-travaganza,N 45° 58.142,W 066° 53.610,30,2
GC6ZMP5,"#9 A Groundhog By Any Other Name ""Pasture Pig""","9 a groundhog by any other name ""pasture pig""",9-a-groundhog-by-any-other-name-pasture-pig,https://www.geocaching.com/geocache/GC6ZMP5_9-a-groundhog-by-any-other-name-pasture-pig,N 45° 43.586,W 065° 31.721,85,4
GC6ZYQZ,Frogtape???,frogtape,frogtape,https://www.geocaching.com/geocache/GC6ZYQZ_frogtape,N 45° 57.648,W 066° 54.605,24,1
GC70C7V,NEOSTASH,neostash,neostash,https://www.geocaching.com/geocache/GC70C7V_neostash,N 46° 21.955,W 067° 02.125,0,0
GC747P0,24- SHORTCUT ROUTE 112,24 shortcut route 112,24-shortcut-route-112,https://www.geocaching.com/geocache/GC747P0_24-shortcut-route-112,N 46° 04.284,W 065° 19.975,57,3
GC747P4,25- SHORTCUT ROUTE 112,25 shortcut route 112,25-shortcut-route-112,https://www.geocaching.com/geocache/GC747P4_25-shortcut-route-112,N 46° 04.271,W 065° 20.153,49,2
GC747P8,27- SHORTCUT ROUTE 112,27 shortcut route 112,27-shortcut-route-112,https://www.geocaching.com/geocache/GC747P8_27-shortcut-route-112,N 46° 04.318,W 065° 20.664,49,2
GC747PA,28- SHORTCUT ROUTE 112,28 shortcut route 112,28-shortcut-route-112,https://www.geocaching.com/geocache/GC747PA_28-shortcut-route-112,N 46° 04.335,W 065° 21.174,52,3
GC747RC,29- SHORTCUT ROUTE 112,29 shortcut route 112,29-shortcut-route-112,https://www.geocaching.com/geocache/GC747RC_29-shortcut-route-112,N 46° 04.300,W 065° 20.300,35,2
GC748DF,30- SHORTCUT ROUTE 112,30 shortcut route 112,30-shortcut-route-112,https://www.geocaching.com/geocache/GC748DF_30-shortcut-route-112,N 46° 04.310,W 065° 21.895,53,3
GC748E3,31- SHORTCUT ROUTE 112,31 shortcut route 112,31-shortcut-route-112,https://www.geocaching.com/geocache/GC748E3_31-shortcut-route-112,N 46° 04.682,W 065° 22.735,48,2
GC748EA,32- SHORTCUT ROUTE 112,32 shortcut route 112,32-shortcut-route-112,https://www.geocaching.com/geocache/GC748EA_32-shortcut-route-112,N 46° 04.770,W 065° 22.918,41,2
GC748EF,33- SHORTCUT ROUTE 112,33 shortcut route 112,33-shortcut-route-112,https://www.geocaching.com/geocache/GC748EF_33-shortcut-route-112,N 46° 04.975,W 065° 23.955,48,2
GC748EM,34- SHORTCUT ROUTE 112,34 shortcut route 112,34-shortcut-route-112,https://www.geocaching.com/geocache/GC748EM_34-shortcut-route-112,N 46° 04.988,W 065° 24.212,50,2
GC748EW,35- SHORTCUT ROUTE 112,35 shortcut route 112,35-shortcut-route-112,https://www.geocaching.com/geocache/GC748EW_35-shortcut-route-112,N 46° 04.903,W 065° 24.809,49,2
GC748F8,36- SHORTCUT ROUTE 112,36 shortcut route 112,36-shortcut-route-112,https://www.geocaching.com/geocache/GC748F8_36-shortcut-route-112,N 46° 04.803,W 065° 25.316,48,2
GC748FJ,37- SHORTCUT ROUTE 112,37 shortcut route 112,37-shortcut-route-112,https://www.geocaching.com/geocache/GC748FJ_37-shortcut-route-112,N 46° 04.729,W 065° 25.464,43,2
GC748FQ,38- SHORTCUT ROUTE 112,38 shortcut route 112,38-shortcut-route-112,https://www.geocaching.com/geocache/GC748FQ_38-shortcut-route-112,N 46° 04.466,W 065° 25.913,43,2
GC748FW,39- SHORTCUT ROUTE 112,39 shortcut route 112,39-shortcut-route-112,https://www.geocaching.com/geocache/GC748FW_39-shortcut-route-112,N 46° 04.302,W 065° 27.530,48,2
GC748G4,40- SHORTCUT ROUTE 112,40 shortcut route 112,40-shortcut-route-112,https://www.geocaching.com/geocache/GC748G4_40-shortcut-route-112,N 46° 04.224,W 065° 27.676,49,2
GC748GH,41- SHORTCUT ROUTE 112,41 shortcut route 112,41-shortcut-route-112,https://www.geocaching.com/geocache/GC748GH_41-shortcut-route-112,N 46° 04.171,W 065° 27.850,37,2
GC748HC,42- SHORTCUT ROUTE 112,42 shortcut route 112,42-shortcut-route-112,https://www.geocaching.com/geocache/GC748HC_42-shortcut-route-112,N 46° 04.047,W 065° 28.125,49,2
GC748HH,43- SHORTCUT ROUTE 112,43 shortcut route 112,43-shortcut-route-112,https://www.geocaching.com/geocache/GC748HH_43-shortcut-route-112,N 46° 03.992,W 065° 28.278,49,2
GC748HK,44- SHORTCUT ROUTE 112,44 shortcut route 112,44-shortcut-route-112,https://www.geocaching.com/geocache/GC748HK_44-shortcut-route-112,N 46° 03.969,W 065° 28.423,45,2
GC748HZ,45- SHORTCUT ROUTE 112,45 shortcut route 112,45-shortcut-route-112,https://www.geocaching.com/geocache/GC748HZ_45-shortcut-route-112,N 46° 04.041,W 065° 28.841,43,2
GC748J4,46- SHORTCUT ROUTE 112,46 shortcut route 112,46-shortcut-route-112,https://www.geocaching.com/geocache/GC748J4_46-shortcut-route-112,N 46° 04.069,W 065° 29.037,45,2
GC748KD,47- SHORTCUT ROUTE 112,47 shortcut route 112,47-shortcut-route-112,https://www.geocaching.com/geocache/GC748KD_47-shortcut-route-112,N 46° 04.047,W 065° 29.159,45,2
GC748KG,48- SHORTCUT ROUTE 112,48 shortcut route 112,48-shortcut-route-112,https://www.geocaching.com/geocache/GC748KG_48-shortcut-route-112,N 46° 03.981,W 065° 29.411,45,2
GC748KM,49- SHORTCUT ROUTE 112,49 shortcut route 112,49-shortcut-route-112,https://www.geocaching.com/geocache/GC748KM_49-shortcut-route-112,N 46° 03.848,W 065° 29.619,45,2
GC748KP,50- SHORTCUT ROUTE 112,50 shortcut route 112,50-shortcut-route-112,https://www.geocaching.com/geocache/GC748KP_50-shortcut-route-112,N 46° 03.762,W 065° 29.755,45,2
GC748KR,51- SHORTCUT ROUTE 112,51 shortcut route 112,51-shortcut-route-112,https://www.geocaching.com/geocache/GC748KR_51-shortcut-route-112,N 46° 03.669,W 065° 30.157,47,2
GC748KX,52- SHORTCUT ROUTE 112,52 shortcut route 112,52-shortcut-route-112,https://www.geocaching.com/geocache/GC748KX_52-shortcut-route-112,N 46° 03.659,W 065° 30.532,46,2
GC748KZ,53- SHORTCUT ROUTE 112 - Truck Stop,53 shortcut route 112  truck stop,53-shortcut-route-112-truck-stop,https://www.geocaching.com/geocache/GC748KZ_53-shortcut-route-112-truck-stop,N 46° 03.575,W 065° 31.220,48,2
GC748M2,54- SHORTCUT ROUTE 112,54 shortcut route 112,54-shortcut-route-112,https://www.geocaching.com/geocache/GC748M2_54-shortcut-route-112,N 46° 03.493,W 065° 31.401,47,2
GC748M3,55- SHORTCUT ROUTE 112,55 shortcut route 112,55-shortcut-route-112,https://www.geocaching.com/geocache/GC748M3_55-shortcut-route-112,N 46° 03.220,W 065° 32.352,47,2
GC748M9,56- SHORTCUT ROUTE 112 - Blueberries!,56 shortcut route 112  blueberries,56-shortcut-route-112-blueberries,https://www.geocaching.com/geocache/GC748M9_56-shortcut-route-112-blueberries,N 46° 02.926,W 065° 33.533,45,2
GC748MF,57- SHORTCUT ROUTE 112,57 shortcut route 112,57-shortcut-route-112,https://www.geocaching.com/geocache/GC748MF_57-shortcut-route-112,N 46° 02.572,W 065° 34.060,45,2
GC748MH,58- SHORTCUT ROUTE 112,58 shortcut route 112,58-shortcut-route-112,https://www.geocaching.com/geocache/GC748MH_58-shortcut-route-112,N 46° 02.345,W 065° 35.841,41,2
GC748N4,59- SHORTCUT ROUTE 112,59 shortcut route 112,59-shortcut-route-112,https://www.geocaching.com/geocache/GC748N4_59-shortcut-route-112,N 46° 02.036,W 065° 36.022,46,2
GC748N9,60- SHORTCUT ROUTE 112,60 shortcut route 112,60-shortcut-route-112,https://www.geocaching.com/geocache/GC748N9_60-shortcut-route-112,N 46° 01.467,W 065° 37.336,45,2
GC748NA,61- SHORTCUT ROUTE 112,61 shortcut route 112,61-shortcut-route-112,https://www.geocaching.com/geocache/GC748NA_61-shortcut-route-112,N 46° 00.857,W 065° 37.974,44,2
GC748ND,63- SHORTCUT ROUTE 112,63 shortcut route 112,63-shortcut-route-112,https://www.geocaching.com/geocache/GC748ND_63-shortcut-route-112,N 46° 00.257,W 065° 38.344,13,1
GC748NG,62- SHORTCUT ROUTE 112,62 shortcut route 112,62-shortcut-route-112,https://www.geocaching.com/geocache/GC748NG_62-shortcut-route-112,N 46° 00.696,W 065° 38.072,45,2
GC748NJ,64- SHORTCUT ROUTE 112,64 shortcut route 112,64-shortcut-route-112,https://www.geocaching.com/geocache/GC748NJ_64-shortcut-route-112,N 45° 59.943,W 065° 38.850,44,2
GC748NN,65- SHORTCUT ROUTE 112 - Over a barrel,65 shortcut route 112  over a barrel,65-shortcut-route-112-over-a-barrel,https://www.geocaching.com/geocache/GC748NN_65-shortcut-route-112-over-a-barrel,N 45° 59.645,W 065° 39.428,45,2
GC748NR,66- SHORTCUT ROUTE 112,66 shortcut route 112,66-shortcut-route-112,https://www.geocaching.com/geocache/GC748NR_66-shortcut-route-112,N 45° 58.857,W 065° 40.447,40,2
GC748NW,67- SHORTCUT ROUTE 112 - Cap't Obvious,67 shortcut route 112  capt obvious,67-shortcut-route-112-capt-obvious,https://www.geocaching.com/geocache/GC748NW_67-shortcut-route-112-capt-obvious,N 45° 58.706,W 065° 40.674,46,2
GC748NY,68- SHORTCUT ROUTE 112,68 shortcut route 112,68-shortcut-route-112,https://www.geocaching.com/geocache/GC748NY_68-shortcut-route-112,N 45° 58.563,W 065° 40.852,45,2
GC748P0,69- SHORTCUT ROUTE 112,69 shortcut route 112,69-shortcut-route-112,https://www.geocaching.com/geocache/GC748P0_69-shortcut-route-112,N 45° 58.378,W 065° 41.413,45,2
GC748P2,70- SHORTCUT ROUTE 112,70 shortcut route 112,70-shortcut-route-112,https://www.geocaching.com/geocache/GC748P2_70-shortcut-route-112,N 45° 58.260,W 065° 41.873,43,2
GC748P3,71- SHORTCUT ROUTE 112,71 shortcut route 112,71-shortcut-route-112,https://www.geocaching.com/geocache/GC748P3_71-shortcut-route-112,N 45° 58.204,W 065° 42.203,44,2
GC748P4,72- SHORTCUT ROUTE 112,72 shortcut route 112,72-shortcut-route-112,https://www.geocaching.com/geocache/GC748P4_72-shortcut-route-112,N 45° 58.074,W 065° 42.920,46,2
GC748P6,73- SHORTCUT ROUTE 112 - Shine,73 shortcut route 112  shine,73-shortcut-route-112-shine,https://www.geocaching.com/geocache/GC748P6_73-shortcut-route-112-shine,N 45° 58.083,W 065° 43.297,46,2
GC748P8,74- SHORTCUT ROUTE 112,74 shortcut route 112,74-shortcut-route-112,https://www.geocaching.com/geocache/GC748P8_74-shortcut-route-112,N 45° 57.613,W 065° 44.138,49,2
GC748PA,Don't Worry Be Happy,dont worry be happy,dont-worry-be-happy,https://www.geocaching.com/geocache/GC748PA_dont-worry-be-happy,,,1,1
GC748PC,75- SHORTCUT ROUTE 112 - TNT,75 shortcut route 112  tnt,75-shortcut-route-112-tnt,https://www.geocaching.com/geocache/GC748PC_75-shortcut-route-112-tnt,N 45° 56.293,W 065° 45.358,46,2
GC748PD,76- SHORTCUT ROUTE 112,76 shortcut route 112,76-shortcut-route-112,https://www.geocaching.com/geocache/GC748PD_76-shortcut-route-112,N 45° 56.297,W 065° 46.892,50,2
GC748PJ,77- COLES ISLAND ROAD,77 coles island road,77-coles-island-road,https://www.geocaching.com/geocache/GC748PJ_77-coles-island-road,N 45° 56.304,W 065° 49.238,78,4
GC78QD8,McGivney's Nook,mcgivneys nook,mcgivneys-nook,https://www.geocaching.com/geocache/GC78QD8_mcgivneys-nook,N 46° 21.554,W 066° 33.431,13,1
GC78ZG0,Where I grew up fishin',where i grew up fishin,where-i-grew-up-fishin,https://www.geocaching.com/geocache/GC78ZG0_where-i-grew-up-fishin,N 45° 52.493,W 066° 01.312,19,1
GC7908G,A Bridge Over Tracks,a bridge over tracks,a-bridge-over-tracks,https://www.geocaching.com/geocache/GC7908G_a-bridge-over-tracks,N 46° 21.734,W 066° 33.384,16,1
GC7AJWE,A Small Tree With A View,a small tree with a view,a-small-tree-with-a-view,https://www.geocaching.com/geocache/GC7AJWE_a-small-tree-with-a-view,N 45° 58.349,W 066° 38.737,34,2
GC7CK2N,Nashwaak Watershed Tour #6,nashwaak watershed tour 6,nashwaak-watershed-tour-6,https://www.geocaching.com/geocache/GC7CK2N_nashwaak-watershed-tour-6,N 45° 58.556,W 066° 35.553,2,1
GC7DAVT,New Lenentine Cemetery,new lenentine cemetery,new-lenentine-cemetery,https://www.geocaching.com/geocache/GC7DAVT_new-lenentine-cemetery,N 45° 59.607,W 067° 25.979,5,1
GC7DJP1,aWard,award,award,https://www.geocaching.com/geocache/GC7DJP1_award,N 46° 02.024,W 066° 37.030,11,1
GC7ER02,"Big Rock, Nope!",big rock nope,big-rock-nope,https://www.geocaching.com/geocache/GC7ER02_big-rock-nope,N 45° 24.762,W 065° 56.780,27,2
GC7ETY2,"Nursery Rhyme Fun, ""One - Two Buckle My Shoe""","nursery rhyme fun ""one  two buckle my shoe""",nursery-rhyme-fun-one-two-buckle-my-shoe,https://www.geocaching.com/geocache/GC7ETY2_nursery-rhyme-fun-one-two-buckle-my-shoe,N 45° 24.985,W 065° 58.273,45,2
GC7EW6E,"Nursery Rhyme Fun ""A Wise Old Owl""","nursery rhyme fun ""a wise old owl""",nursery-rhyme-fun-a-wise-old-owl,https://www.geocaching.com/geocache/GC7EW6E_nursery-rhyme-fun-a-wise-old-owl,N 45° 25.387,W 065° 57.783,45,2
GC7FZW3,Mi'kmaq Fishing,mikmaq fishing,mikmaq-fishing,https://www.geocaching.com/geocache/GC7FZW3_mikmaq-fishing,N 46° 57.528,W 065° 50.899,0,0
GC7G0E5,"2018, Hello New Year",2018 hello new year,2018-hello-new-year,https://www.geocaching.com/geocache/GC7G0E5_2018-hello-new-year,N 45° 24.989,W 065° 56.542,18,1
GC7H9C3,2-Tie Me Kangaroo Down Sport,2tie me kangaroo down sport,2tie-me-kangaroo-down-sport,https://www.geocaching.com/geocache/GC7H9C3_2tie-me-kangaroo-down-sport,N 45° 43.525,W 065° 31.895,65,3
GC7HRE4,HOTEL SERIES - GRAND FALLS/GRAND SAULT,hotel series  grand fallsgrand sault,hotel-series-grand-fallsgrand-sault,https://www.geocaching.com/geocache/GC7HRE4_hotel-series-grand-fallsgrand-sault,N 47° 02.638,W 067° 46.116,19,1
GC7J85N,1st Nassis Scouts,1st nassis scouts,1st-nassis-scouts,https://www.geocaching.com/geocache/GC7J85N_1st-nassis-scouts,N 45° 37.000,W 067° 01.069,6,1
GC7QPTD,Celebrating 150 Years,celebrating 150 years,celebrating-150-years,https://www.geocaching.com/geocache/GC7QPTD_celebrating-150-years,N 45° 18.284,W 066° 11.696,20,1
GC7R33R,1st St. Margaret's Scout Group,1st st margarets scout group,1st-st-margarets-scout-group,https://www.geocaching.com/geocache/GC7R33R_1st-st-margarets-scout-group,N 45° 47.214,W 066° 51.172,10,1
GC7RBNF,Stop for a Quicky,stop for a quicky,stop-for-a-quicky,https://www.geocaching.com/geocache/GC7RBNF_stop-for-a-quicky,N 45° 50.623,W 066° 12.478,22,1
GC7RNH7,Protein in the Pines,protein in the pines,protein-in-the-pines,https://www.geocaching.com/geocache/GC7RNH7_protein-in-the-pines,N 45° 59.071,W 066° 42.700,3,1
GC7RNT0,Guarding the Penninsula #1,guarding the penninsula 1,guarding-the-penninsula-1,https://www.geocaching.com/geocache/GC7RNT0_guarding-the-penninsula-1,N 45° 20.948,W 066° 11.440,11,1
GC7RNTH,Milkish Inlet Covered Bridge,milkish inlet covered bridge,milkish-inlet-covered-bridge,https://www.geocaching.com/geocache/GC7RNTH_milkish-inlet-covered-bridge,N 45° 21.278,W 066° 07.924,11,1
GC7RNTR,Guarding the Penninsula #2,guarding the penninsula 2,guarding-the-penninsula-2,https://www.geocaching.com/geocache/GC7RNTR_guarding-the-penninsula-2,N 45° 27.457,W 065° 59.319,17,1
GC7RNV9,Guarding the Penninsula #4,guarding the penninsula 4,guarding-the-penninsula-4,https://www.geocaching.com/geocache/GC7RNV9_guarding-the-penninsula-4,N 45° 26.068,W 066° 07.879,8,1
GC7RNVF,Guarding the Pennisuala #5,guarding the pennisuala 5,guarding-the-pennisuala-5,https://www.geocaching.com/geocache/GC7RNVF_guarding-the-pennisuala-5,N 45° 24.408,W 066° 09.566,9,1
GC7TRK6,Fall Favourites - Explained!!!,fall favourites  explained,fall-favourites-explained,https://www.geocaching.com/geocache/GC7TRK6_fall-favourites-explained,N 45° 56.385,W 066° 39.483,9,1
GC7V072,Welcome to Ritchie Lake!,welcome to ritchie lake,welcome-to-ritchie-lake,https://www.geocaching.com/geocache/GC7V072_welcome-to-ritchie-lake,N 45° 24.796,W 065° 58.324,28,2
GC7V3MC,Coin Collector Cache,coin collector cache,coin-collector-cache,https://www.geocaching.com/geocache/GC7V3MC_coin-collector-cache,N 45° 54.432,W 066° 00.870,5,1
GC7VR5J,Scotch Colony #5,scotch colony 5,scotch-colony-5,https://www.geocaching.com/geocache/GC7VR5J_scotch-colony-5,N 46° 41.298,W 067° 35.221,0,0
GC80VKY,"2019, Hello New Year",2019 hello new year,2019-hello-new-year,https://www.geocaching.com/geocache/GC80VKY_2019-hello-new-year,N 45° 24.989,W 065° 56.542,10,1
